Sum of PRICE,Column Labels,,,,
Row Labels,CDS 10Y,CDS 1Y,CDS 3Y,CDS 5Y,CDS 7Y
15/11/2018,223.1,39.84,95.975,147.95,189.005
16/11/2018,223.39,39.9,96.13499,148.185,189.285
19/11/2018,226.215,40.545,97.67,150.495,191.985
20/11/2018,233.31,42.11,101.45,156.29,198.79
21/11/2018,226.165,40.545,97.67,150.44,191.92
22/11/2018,228.23,40.98,98.78,152.15,193.905
23/11/2018,229.94,41.39,99.73,153.565,195.56
26/11/2018,223.825,40.045,96.50999,148.56,189.68
27/11/2018,227.565,40.905,98.56,151.665,193.29
28/11/2018,222.7,39.04,90.58,146.6,185.45
29/11/2018,218.86,38.175,88.63,143.465,181.8
30/11/2018,218.075,37.54,87.155,141.075,183.03
03/12/2018,211.6699982,36.20000076,84.02500153,135.9450073,176.9199982
04/12/2018,218.795,37.715,87.54,141.6,183.675
05/12/2018,217.62,37.445,86.91,140.595,182.5
06/12/2018,220.83,38.14,88.525,143.175,185.56
07/12/2018,218.13,37.55,87.17,140.995,182.99
10/12/2018,222.21,38.44,89.21,144.2749939,186.87
11/12/2018,218.195,37.555,87.185,140.995,183
12/12/2018,209.505,35.74,82.94,134.09,174.76
13/12/2018,216.045,33.71,83.38499,132.275,176.335
14/12/2018,220.47,34.59,85.56,135.7,180.49
17/12/2018,210.545,31.11,81.075,134.88,175.365
18/12/2018,208.31,30.68,79.985,133.055,173.205
19/12/2018,208.995,30.815,80.31,133.575,173.835
20/12/2018,216.205,32.14,83.73,139.24,180.625
21/12/2018,218.355,32.52,84.795,141.015,182.695
24/12/2018,219.585,32.885,85.745,142.345,183.995
25/12/2018,220.06,33.1,86.125,142.83,184.475
26/12/2018,220.44,33.19,86.255,143.195,184.885
27/12/2018,214.7749939,32.15999985,83.59999847,138.7350006,179.5650024
28/12/2018,214.065,31.99,83.235,138.15,178.875
31/12/2018,214,33.25,83.63,137.54,178.745
01/01/2019,214.015,33.38,83.92,137.765,178.695
02/01/2019,219.52,34.47,86.66,142.215,183.955
03/01/2019,220.83,36.32,89.53,142.835,185.04
04/01/2019,217.83,34.6,86.145,136.735,181.945
07/01/2019,214.74,34.075,84.835,134.52,179.13
08/01/2019,210.91,33.325,83.01,131.585,175.53
09/01/2019,204.015,31.98,79.67,126.245,169.01
10/01/2019,206.6,30.8,79.205,128.485,171.805
11/01/2019,205.665,30.615,78.78,127.78,170.93
14/01/2019,209.025,31.225,80.41,130.375,174.105
15/01/2019,204.815,30.42,78.41,127.11,170.115
16/01/2019,200.44,30.09,74.41,123.685,163.68
17/01/2019,202.99,30.56,75.635,125.695,166.09
18/01/2019,199.87,29.99,74.215,123.305,163.185
21/01/2019,198.17,29.565,74.26,122.34,161.35
22/01/2019,199.375,28.28,75.03,125.28,163.065
23/01/2019,196.86,27.82,73.82,123.25,160.675
24/01/2019,193.58,27.2,72.27,120.665,157.6
25/01/2019,188.42,26.26,69.815,116.575,152.74
28/01/2019,193.43,29.32,71.435,119.21,156.495
29/01/2019,193.055,29.23,71.255,118.92,156.14
30/01/2019,194.04,29.655,71.965,116.54,157.075
31/01/2019,186.515,27.765,68.1,110.765,150.545
01/02/2019,182.455,27.415,66.25,112.485,147.595
04/02/2019,181.84,27.355,66.1,112.12,147.1
05/02/2019,179.055,26.83,64.855,109.975,144.52
06/02/2019,180.515,27.105,65.53,111.115,145.885
07/02/2019,184.765,27.895,67.475,114.415,149.83
08/02/2019,187.37,28.355,68.655,116.44,152.245
11/02/2019,186.91,28.255,68.475,116.085,151.815
12/02/2019,184.27,29.7,72,114.27,148.28
13/02/2019,178.86,28.61,69.355,110.045,143.27
14/02/2019,180.775,28.99,70.335,111.58,145.07
15/02/2019,179.59,28.73,69.72,110.595,143.93
18/02/2019,180.455,28.91,70.215,111.325,144.755
19/02/2019,178.895,28.59,69.46,110.115,143.31
20/02/2019,177.22,28.245,68.625,108.785,141.74
21/02/2019,179.085,27.395,68.745,109.84,143.325
22/02/2019,177.79,27.15,68.165,108.89,142.165
25/02/2019,173.49,26.3,66.085,105.52,138.165
26/02/2019,174.535,26.51,66.62,106.36,139.15
27/02/2019,173.32,26.275,66.025,105.39,138
28/02/2019,178.29,25.855,65.035,103.88,144.83
01/03/2019,173.675,24.955,62.775,100.235,140.585
04/03/2019,169.845,24.265,61.09,97.485,137.055
05/03/2019,167.21,21.205,53.655,95.585,133.21
06/03/2019,169.67,21.995,56.34,96.97,133.67
07/03/2019,172.375,22.41,57.47,98.92,136.115
08/03/2019,184.395,23.64,60.625,104.33,147.375
11/03/2019,177.785,22.55,57.855,99.52,141.255
12/03/2019,174.79,22.07,56.63,97.39,138.525
13/03/2019,175.115,22.11,56.745,97.59,138.79
14/03/2019,174.375,21.975,56.445,97.06,138.115
15/03/2019,175.71,22.2,57.04,98.06,139.365
18/03/2019,172.015,21.595,55.505,95.385,135.95
19/03/2019,170.07,21.295,54.725,94.005,134.18
20/03/2019,184.425,27.84,63.32,105.3,147.375
21/03/2019,172.355,24.935,60.33,100.63,139.46
22/03/2019,177.26,25.84,62.505,104.24,144.015
25/03/2019,177.685,25.865,62.635,104.46,144.335
26/03/2019,172.375,24.885,60.28,100.535,139.405
27/03/2019,179.03,26.115,63.215,105.4,145.55
28/03/2019,180.28,26.315,63.75,106.29,146.68
29/03/2019,175.89,25.52,61.83,103.07,142.615
01/04/2019,173.405,25.095,60.81,101.31,140.355
02/04/2019,170.94,24.685,59.825,99.63,138.16
03/04/2019,165.845,23.77,57.59,95.89,133.44
04/04/2019,167.855,24.115,58.495,97.39,135.315
05/04/2019,168.65,25.375,60.195,100.31,137.445
08/04/2019,168.555,22.415,56.365,98.95,135
09/04/2019,169.94,22.98,56.37,98.545,137.875
10/04/2019,169.805,23,56.3,98.555,137.81
11/04/2019,170.105,23.015,56.395,98.745,138.065
12/04/2019,167.465,22.585,55.33,96.855,135.645
15/04/2019,164.815,22.175,54.33,95.03,133.255
16/04/2019,164.165,22.06,54.06,94.555,132.645
17/04/2019,157.85,21.025,51.505,90.045,126.855
18/04/2019,161.235,21.57,52.905,92.485,129.975
19/04/2019,160.725,21.57,52.895,92.28,129.505
22/04/2019,161.295,21.685,53.175,92.72,130.05
23/04/2019,161.915,20.08,53.415,92.375,128.495
24/04/2019,162.9,20.24,53.83,93.075,129.395
25/04/2019,169.065,21.185,56.375,97.485,134.995
26/04/2019,165.545,20.93,55.085,95.52,132.46
29/04/2019,163.215,20.55,54.13,93.825,130.32
30/04/2019,166.02,20.585,54.765,95.445,132.46
01/05/2019,165.28,20.47,54.46,94.9,131.78
02/05/2019,167.13,20.75,55.23,96.24,133.465
03/05/2019,166.725,20.705,55.115,95.995,133.13
06/05/2019,171.42,21.445,57.105,99.42,137.435
07/05/2019,174.225,21.89,58.285,101.45,140
08/05/2019,176.605,22.265,59.265,103.17,142.165
09/05/2019,181.035,22.975,61.175,106.46,146.285
10/05/2019,175.56,22.09,58.84,102.385,141.19
13/05/2019,184.88,23.62,62.875,109.32,149.85
14/05/2019,179.18,22.64,60.36,105,144.495
15/05/2019,180.165,22.825,60.81,105.755,145.425
16/05/2019,176.445,22.175,59.175,102.945,141.94
17/05/2019,179.11,22.63,60.35,104.95,144.435
20/05/2019,180.905,22.935,61.165,106.305,146.1
21/05/2019,179.68,22.895,60.28,104.075,144.275
22/05/2019,178.65,22.355,59.97,106.31,143.97
23/05/2019,183.005,23.015,61.785,109.525,147.97
24/05/2019,180.73,22.605,60.755,107.74,145.8
27/05/2019,180.75,22.63,60.82,107.805,145.845
28/05/2019,181.155,24.725,62.695,108.955,146.555
29/05/2019,188.025,25.895,65.665,114.12,152.91
30/05/2019,184.665,25.305,64.195,111.565,149.77
31/05/2019,187,22.32,65.58,115.32,152.7
03/06/2019,186.655,22.26,65.42,115.01,152.335
04/06/2019,181.385,21.465,63.07,110.885,147.37
05/06/2019,178.95,21.13,62.075,109.095,145.15
06/06/2019,175.295,20.58,60.505,106.315,141.775
07/06/2019,174.9,20.535,60.35,106.015,141.395
10/06/2019,167.855,19.5,57.29,100.585,134.81
11/06/2019,166.86,19.375,56.92,99.905,133.94
12/06/2019,169.26,19.74,57.975,101.735,136.165
13/06/2019,170.055,19.825,58.29,102.295,136.865
14/06/2019,171.325,20.015,58.845,103.265,138.045
17/06/2019,169.875,19.815,58.245,102.16,136.685
18/06/2019,164.14,18.98,55.77,97.78,131.355
19/06/2019,158.49,18.15,53.31,93.46,126.1
20/06/2019,152.885,17.295,50.9,89.23,120.93
21/06/2019,156.78,17.885,52.56,92.13,124.495
24/06/2019,155.915,17.775,52.285,91.58,123.755
25/06/2019,159.435,18.29,53.78,94.195,126.975
26/06/2019,156.395,17.855,52.465,91.87,124.145
27/06/2019,161.485,17.475,51.39,90.06,126.43
28/06/2019,162.915,17.525,51.535,90.305,127.415
01/07/2019,157.555,16.805,49.4,86.51,122.555
02/07/2019,157.245,16.765,49.305,86.325,122.3
03/07/2019,155.06,16.47,48.405,84.74,120.29
04/07/2019,155.025,16.42,48.355,84.67,120.225
05/07/2019,157.16,16.735,49.24,86.19,122.165
08/07/2019,160.24,17.22,50.605,88.48,125.025
09/07/2019,159.96,17.175,50.51,88.29,124.775
10/07/2019,156.905,16.765,49.295,86.14,122.015
11/07/2019,156.005,16.62,48.94,85.51,121.2
12/07/2019,155.19,16.56,48.705,85.06,120.565
15/07/2019,154.68,16.5,48.525,84.695,120.1
16/07/2019,156.36,17.39,48.66,85.09,122.12
17/07/2019,157.54,17.59,49.175,85.965,123.215
18/07/2019,158.505,17.68,49.515,86.58,124.045
19/07/2019,155.585,17.24,48.325,84.5,121.38
22/07/2019,156.085,17.355,48.585,84.9,121.86
23/07/2019,156.935,18.01,49.335,84.12,121.935
24/07/2019,155.14,17.785,48.65,82.915,120.335
25/07/2019,149.57,16.94,46.365,79.01,115.27
26/07/2019,148.075,16.72,45.785,78,113.93
29/07/2019,147.47,16.64,45.58,77.61,113.4
30/07/2019,147.17,16.085,42.095,78.995,112.74
31/07/2019,146.805,16.07,41.99,78.095,112.415
01/08/2019,153.385,16.1,42.335,81.53,117.855
02/08/2019,164.19,17.555,46.145,88.89,127.49
05/08/2019,179.445,19.705,51.76,99.655,141.32
06/08/2019,173.56,18.82,49.48,95.305,135.84
07/08/2019,177.495,19.38,50.92,98.07,139.4
08/08/2019,169.985,18.31,48.125,92.68,132.515
09/08/2019,169.4,17.395,53.9,93.255,132.345
12/08/2019,176.855,18.44,57.09,98.69,139.22
13/08/2019,171.32,17.695,54.705,94.56,134.045
14/08/2019,178.115,18.615,57.595,99.52,140.295
15/08/2019,178.635,18.605,57.74,99.79,140.68
16/08/2019,172.215,17.71,54.985,95.035,134.705
19/08/2019,170.12,17.44,54.2,93.62,132.845
20/08/2019,169.625,17.43,54.075,93.345,132.465
21/08/2019,167.625,17.14,53.22,91.865,130.6
22/08/2019,167.425,17.125,53.18,91.765,130.44
23/08/2019,170.25,17.54,54.4,93.84,133.07
26/08/2019,168.54,20.31,54.155,93.445,134.85
27/08/2019,168.005,20.21,53.95,93.09,134.375
28/08/2019,166.03,19.035,51.775,93.91,131.07
29/08/2019,163.22,18.6,50.625,91.815,128.45
30/08/2019,162.4,16.595,48.6,89.18,127.21
02/09/2019,162.16,16.845,48.24,89.045,126.48
03/09/2019,161.63,16.365,48.95,87.38,126.9
04/09/2019,156.58,15.705,46.95,83.78,122.25
05/09/2019,150.79,14.915,44.65,79.685,116.93
06/09/2019,148.195,14.625,43.735,78,114.655
09/09/2019,148.54,15.085,40.63,77.445,113.91
10/09/2019,148.25,15.04,39.27,77.32,113.37
11/09/2019,147.965,15.05,39.255,77.235,113.195
12/09/2019,145.365,14.68,38.345,75.445,110.85
13/09/2019,145.05,14.655,38.265,75.26,110.59
16/09/2019,147.5,15.04,39.255,77.125,112.93
17/09/2019,147.4,17.34,44.24,77.31,112.535
18/09/2019,147.265,17.32,44.175,77.195,112.405
19/09/2019,147.04,17.265,44.085,77.015,112.175
20/09/2019,149.975,25.23,52.695,87.285,118.69
23/09/2019,151.025,25.485,53.15,88.005,119.615
24/09/2019,159.415,16.635,50.595,88.215,123.49
25/09/2019,161.245,16.87,51.3,89.45,125.085
26/09/2019,161.695,16.955,51.56,89.865,125.56
27/09/2019,162.255,17.015,51.785,90.25,126.05
30/09/2019,162.605,17.08,51.985,90.53,126.38
01/10/2019,162.96,17.15,52.145,90.795,126.71
02/10/2019,166.9,17.67,53.775,93.61,130.27
03/10/2019,167.015,17.66,53.785,93.66,130.345
04/10/2019,165.345,17.42,53.065,92.415,128.805
07/10/2019,168.41,17.87,54.36,94.605,131.565
08/10/2019,166.96,17.68,53.815,93.625,130.295
09/10/2019,164.375,17.335,52.755,91.765,127.95
10/10/2019,163.445,17.2,52.405,91.135,127.135
11/10/2019,157.695,16.465,50.125,87.125,122.015
14/10/2019,158.205,16.565,50.46,87.635,122.575
15/10/2019,155.82,16.27,49.505,85.945,120.43
16/10/2019,155.155,16.215,49.285,85.52,119.865
17/10/2019,154.355,16.08,48.945,84.925,119.13
18/10/2019,150.645,15.57,47.45,82.33,115.815
21/10/2019,148.46,15.31,46.615,80.82,113.88
22/10/2019,145.865,14.985,45.615,79.07,111.615
23/10/2019,146.005,15.01,45.675,79.145,111.715
24/10/2019,145.465,14.92,45.445,78.75,111.215
25/10/2019,143.105,14.61,44.51,77.105,109.12
28/10/2019,140.905,14.36,40.485,75.635,108.095
29/10/2019,140.07,14.255,40.21,75.105,107.39
30/10/2019,144.46,14.475,40.83,76.245,111.285
31/10/2019,145.255,14.55,41.08,76.72,111.95
01/11/2019,140.295,15.17,40.83,75.025,108.145
04/11/2019,138.54,14.975,40.23,73.855,106.6
05/11/2019,136.755,14.74,39.62,72.7,105.06
06/11/2019,137.16,15.405,37.395,73.345,106.085
07/11/2019,135.435,15.14,36.765,72.105,104.495
08/11/2019,134.755,15.085,36.605,71.745,103.965
11/11/2019,137.645,15.015,37.38,73.295,106.39
12/11/2019,139.025,15.025,38.25,72,107.355
13/11/2019,142.345,15.49,39.435,74.23,110.335
14/11/2019,142.77,15.525,39.555,74.47,110.685
15/11/2019,141.505,14.18,37.365,72.61,109.13
18/11/2019,143.045,13.715,37.285,72.61,110.12
19/11/2019,143.345,13.735,37.375,72.815,110.38
20/11/2019,146.635,14.16,38.49,74.965,113.315
21/11/2019,146.945,14.185,38.56,75.105,113.55
22/11/2019,146.675,14.16,38.505,74.975,113.345
25/11/2019,145.975,14.1,38.295,74.535,112.73
26/11/2019,145.15,14,38.03,73.995,111.99
27/11/2019,144.015,13.875,37.66,73.245,110.97
28/11/2019,144.89,13.96,40.68,73.855,109.465
29/11/2019,144.085,13.875,40.405,73.325,108.765
02/12/2019,145.625,14.1,41.02,74.4,110.155
03/12/2019,147.455,14.37,41.755,75.685,111.84
04/12/2019,145.255,14.075,40.885,74.11,109.795
05/12/2019,144.425,13.965,40.605,73.605,109.095
06/12/2019,141.85,13.66,39.705,71.935,106.855
09/12/2019,142.695,13.81,40.085,72.57,107.645
10/12/2019,142.135,13.74,39.895,72.205,107.15
11/12/2019,141.025,13.64,39.51,71.48,106.18
12/12/2019,139.855,13.46,39.05,70.65,105.11
13/12/2019,137.06,13.165,38.12,68.92,102.745
16/12/2019,133.53,12.705,36.825,66.555,99.595
17/12/2019,131.77,12.51,36.24,65.475,98.11
18/12/2019,128.965,12.18,35.25,63.66,95.67
19/12/2019,133.06,10.11,34.18,63.795,98.575
20/12/2019,132.915,10.1,34.15,63.71,98.455
23/12/2019,131.54,9.96,33.715,62.87,97.265
24/12/2019,131.01,9.92,33.555,62.54,96.82
25/12/2019,130.36,9.835,33.395,62.28,96.34
26/12/2019,131.65,9.515,32.88,62.36,97.12
27/12/2019,131.18,9.45,32.72,62.06,96.7
30/12/2019,131.52,9.495,32.87,62.29,97.01
31/12/2019,131.99,9.475,32.53,62.24,96.94
01/01/2020,131.83,9.49,32.53,62.185,96.825
02/01/2020,130.975,9.39,32.25,61.65,96.095
03/01/2020,134.78,9.74,33.47,63.99,99.35
06/01/2020,136.965,9.935,34.16,65.29,101.18
07/01/2020,136.855,9.935,34.135,65.215,101.085
08/01/2020,134.765,9.75,33.475,63.925,99.29
09/01/2020,132.145,9.47,32.63,62.315,97.04
10/01/2020,132.735,9.52,32.825,62.69,97.55
13/01/2020,130.575,9.305,32.135,61.325,95.655
14/01/2020,130.855,9.345,32.25,61.52,95.93
15/01/2020,129.235,9.205,31.72,60.49,94.515
16/01/2020,123.73,10.555,29.955,59.85,92.905
17/01/2020,123.84,10.555,30,59.955,93.015
20/01/2020,123.825,10.55,30.015,59.975,93.02
21/01/2020,126.88,10.905,31.01,61.94,95.73
22/01/2020,127.875,11.02,31.33,62.565,96.595
23/01/2020,129.8,11.23,31.955,63.795,98.285
24/01/2020,128.7,11.105,31.59,63.05,97.29
27/01/2020,136.805,12.065,34.235,68.275,104.475
28/01/2020,131.24,11.42,32.46,64.75,97.775
29/01/2020,132.075,11.515,32.76,65.355,98.55
30/01/2020,132.755,11.97,36.7,68,100.01
31/01/2020,132.555,11.95,36.64,67.87,99.835
03/02/2020,129.29,11.53,35.425,65.615,96.89
04/02/2020,125.31,11.065,34,62.95,93.37
05/02/2020,126.44,10.82,31.16,61.495,94.045
06/02/2020,128.145,11.005,31.755,62.655,95.59
07/02/2020,125.26,11.395,32.745,65.1,93.585
10/02/2020,123.555,11.185,32.155,63.91,92.05
11/02/2020,121.285,10.91,31.37,62.34,90.035
12/02/2020,118.43,10.585,30.42,60.425,87.54
13/02/2020,119.52,10.71,30.81,61.195,88.525
14/02/2020,118.155,10.54,30.335,60.26,87.315
17/02/2020,117.77,10.485,30.21,59.995,86.965
18/02/2020,126.615,10.51,30.24,60.01,92.195
19/02/2020,124.08,10.23,29.425,58.38,89.98
20/02/2020,124.82,10.295,29.655,58.845,90.615
21/02/2020,127.195,10.545,30.4,60.32,92.635
24/02/2020,134.57,11.4,32.78,64.98,99.005
25/02/2020,135.05,11.445,32.89,65.21,99.35
26/02/2020,139.365,11.935,34.3,67.99,103.115
27/02/2020,156.09,13.88,39.84,78.955,117.85
28/02/2020,181.575,24.185,56.23,101.65,143.25
02/03/2020,168.65,21.86,50.9,92.08,131.22
03/03/2020,165.9,21.42,49.84,90.15,128.735
04/03/2020,159.955,20.355,47.42,85.78,123.23
05/03/2020,166.005,21.555,50.14,90.64,130.96
06/03/2020,192.23,26.005,60.48,109.35,155.14
09/03/2020,287.77,42.865,99.755,180.33,245.1
10/03/2020,247.59,35.21,81.92,148.115,205.71
11/03/2020,277.97,41.055,95.26,171.805,235.13
12/03/2020,337.685,52.455,121.585,219.11,293.37
13/03/2020,293.305,43.755,101.555,183.135,249.63
16/03/2020,331.21,51.14,118.555,213.5,286.745
17/03/2020,328.375,50.405,116.92,210.71,283.655
18/03/2020,355.57,55.865,129.625,233.395,310.895
19/03/2020,399.17,64.69,149.89,269.49,354.465
20/03/2020,326.18,105.235,177.35,253.22,291.595
23/03/2020,367.465,120.89,203.62,290.82,332.52
24/03/2020,330.8,106.415,179.165,255.95,295.36
25/03/2020,292.985,69.21,142.38,219.585,258.355
26/03/2020,262.88,60.605,124.675,192.23,258.355
27/03/2020,288.295,67.8,139.425,214.935,253.44
30/03/2020,306.175,65.035,145.39,227.565,271.06
31/03/2020,303.955,74.56,148.28,222.345,268.155
01/04/2020,326.79,81.405,161.9,242.71,290.9
02/04/2020,334.72,83.755,166.68,249.875,298.84
03/04/2020,348.015,87.725,174.72,261.98,312.25
06/04/2020,326.58,81.21,161.82,242.575,290.735
07/04/2020,312.325,76.98,153.38,229.825,276.49
08/04/2020,317.845,78.665,156.785,234.91,282.105
09/04/2020,282.49,68.105,135.74,203.32,246.885
10/04/2020,279.215,67.225,134.085,200.735,243.945
13/04/2020,285.1,68.935,137.615,205.97,249.79
14/04/2020,260.495,61.685,123.18,184.335,225.485
15/04/2020,285.45,68.94,137.72,206.1,250.035
16/04/2020,277.67,68.31,125.86,204.81,244.815
17/04/2020,272.925,66.87,123.235,200.525,240.06
20/04/2020,279.8,68.975,127.16,206.83,246.99
21/04/2020,292.61,72.785,134.22,218.35,259.735
22/04/2020,297.995,73.32,135.23,220.01,260.745
23/04/2020,298.39,73.47,135.535,220.465,261.205
24/04/2020,303.125,74.8,138.09,224.72,265.87
27/04/2020,306.89,75.99,140.295,228.16,269.615
28/04/2020,306.665,75.99,140.305,228.1,269.5
29/04/2020,288.19,75.12,138.71,214.215,252.2
30/04/2020,286.67,74.655,137.855,212.875,250.725
01/05/2020,292.285,76.435,141.215,218.1,256.38
04/05/2020,295.53,77.445,143.155,221.07,259.59
05/05/2020,288.545,75.17,139.02,214.72,252.66
06/05/2020,284.145,73.795,136.52,210.825,248.36
07/05/2020,290.905,75.945,140.46,216.91,255.02
08/05/2020,281.815,72.905,134.98,208.605,245.98
11/05/2020,276.335,68.125,125.21,205.33,240.375
12/05/2020,277.6,68.57,126,206.575,241.685
13/05/2020,280.76,69.505,127.725,209.4,244.755
14/05/2020,276.57,68.185,125.36,205.545,240.585
15/05/2020,275,70.155,124.35,205.41,240.235
18/05/2020,264.55,66.93,118.65,195.91,229.9
19/05/2020,254.65,63.93,113.35,187.09,220.25
20/05/2020,254.965,55.63,107.075,180.27,223.8
21/05/2020,246.24,53.27,102.555,172.66,215.11
22/05/2020,254.855,55.57,107.015,180.17,223.685
25/05/2020,249.465,54.095,104.255,175.505,218.34
26/05/2020,242.69,49.6,99.88,171.68,207.435
27/05/2020,235.42,47.765,96.21,165.34,200.355
28/05/2020,233.195,47.2,95.08,163.39,198.18
29/05/2020,225.35,45.18,91.115,156.555,190.535
01/06/2020,236.07,47.93,96.575,165.945,201.01
02/06/2020,213.325,42.195,85.065,146.115,178.84
03/06/2020,204.575,40.035,80.73,138.63,170.415
04/06/2020,198.33,38.725,78.07,132.22,163.375
05/06/2020,182.155,34.76,70.105,118.695,148.02
08/06/2020,171.125,32.095,64.805,109.675,137.685
09/06/2020,178.38,33.79,68.29,115.615,144.505
10/06/2020,181.015,34.385,69.525,117.73,146.94
11/06/2020,204.525,40.065,80.96,137.08,169.03
12/06/2020,207.845,41.115,83.125,134.14,170.17
15/06/2020,213.58,42.555,86.13,138.96,175.7
16/06/2020,194.655,37.8,76.485,123.35,157.66
17/06/2020,193.1,35.12,72.1,120.755,155.905
18/06/2020,202.355,37.28,76.525,128.15,164.595
19/06/2020,198.91,36.445,74.84,125.315,161.285
22/06/2020,201.27,36.98,76.01,127.245,163.525
23/06/2020,199.265,36.5,75.06,125.66,161.665
24/06/2020,209.4,38.905,79.975,133.855,171.24
25/06/2020,212.295,39.585,81.375,136.18,173.95
26/06/2020,211.41,39.355,80.96,135.48,173.13
29/06/2020,211.99,39.43,81.225,135.925,173.65
30/06/2020,199.87,38.065,78.515,131.445,167.07
01/07/2020,191.84,36.175,74.575,124.785,159.33
02/07/2020,190.865,35.93,74.125,124.02,158.42
03/07/2020,187.44,35.07,72.415,121.19,155.135
06/07/2020,187.345,31.535,69.77,119.87,154.53
07/07/2020,188.645,31.8,70.415,120.975,155.81
08/07/2020,190.98,32.275,71.485,122.825,158
09/07/2020,193.305,32.79,72.64,124.775,160.255
10/07/2020,194.38,32.995,73.13,125.61,161.24
13/07/2020,190.995,32.27,71.595,122.92,158.05
14/07/2020,198.52,33.895,75.195,129.09,165.255
15/07/2020,193.925,32.88,72.995,125.3,160.845
16/07/2020,197.105,33.56,74.54,127.95,163.925
17/07/2020,196.07,33.33,74.045,127.08,162.915
20/07/2020,194.135,32.93,73.17,125.51,161.05
21/07/2020,186.535,31.245,69.505,119.24,153.745
22/07/2020,183.83,30.66,68.22,117.02,151.145
23/07/2020,181.915,30.24,67.315,115.455,149.31
24/07/2020,186.725,31.265,69.615,119.385,153.905
27/07/2020,184.405,30.75,68.555,117.525,151.71
28/07/2020,185.59,31.015,69.165,118.555,152.89
29/07/2020,184.155,30.69,68.455,117.345,151.485
